"Major area, region, country or area *",Period,Age (x),Age interval (n),"Central death rate m(x,n)"
Sri Lanka,2010-2015,45,5,0.00449
Sri Lanka,2010-2015,50,5,0.00617
Sri Lanka,2010-2015,55,5,0.00902
Sri Lanka,2010-2015,60,5,0.01317
Sri Lanka,2010-2015,65,5,0.02096
Sri Lanka,2010-2015,70,5,0.03575
Sri Lanka,2010-2015,75,5,0.05450
Sri Lanka,2010-2015,80,5,0.09067
Sri Lanka,2010-2015,85,15,0.17270
State of Palestine,2010-2015,0,1,0.02102
State of Palestine,2010-2015,1,4,0.00093
State of Palestine,2010-2015,5,5,0.00042
State of Palestine,2010-2015,10,5,0.00035
State of Palestine,2010-2015,15,5,0.00064
State of Palestine,2010-2015,20,5,0.00089
State of Palestine,2010-2015,25,5,0.00096
State of Palestine,2010-2015,30,5,0.00113
State of Palestine,2010-2015,35,5,0.00150
State of Palestine,2010-2015,40,5,0.00224
State of Palestine,2010-2015,45,5,0.00367
State of Palestine,2010-2015,50,5,0.00590
State of Palestine,2010-2015,55,5,0.00962
State of Palestine,2010-2015,60,5,0.01556
State of Palestine,2010-2015,65,5,0.02591
State of Palestine,2010-2015,70,5,0.04314
State of Palestine,2010-2015,75,5,0.07199
State of Palestine,2010-2015,80,5,0.12070
State of Palestine,2010-2015,85,15,0.22549
Sub-Saharan Africa,2010-2015,0,1,0.06718
Sub-Saharan Africa,2010-2015,1,4,0.00946
Sub-Saharan Africa,2010-2015,5,5,0.00383
Sub-Saharan Africa,2010-2015,10,5,0.00267
Sub-Saharan Africa,2010-2015,15,5,0.00319
Sub-Saharan Africa,2010-2015,20,5,0.00426
Sub-Saharan Africa,2010-2015,25,5,0.00548
Sub-Saharan Africa,2010-2015,30,5,0.00701
Sub-Saharan Africa,2010-2015,35,5,0.00866
Sub-Saharan Africa,2010-2015,40,5,0.00968
Sub-Saharan Africa,2010-2015,45,5,0.01069
Sub-Saharan Africa,2010-2015,50,5,0.01273
Sub-Saharan Africa,2010-2015,55,5,0.01668
Sub-Saharan Africa,2010-2015,60,5,0.02428
Sub-Saharan Africa,2010-2015,65,5,0.03755
Sub-Saharan Africa,2010-2015,70,5,0.05934
Sub-Saharan Africa,2010-2015,75,5,0.09303
Sub-Saharan Africa,2010-2015,80,5,0.14251
Sub-Saharan Africa,2010-2015,85,15,0.23852
Sudan,2010-2015,0,1,0.05571
Sudan,2010-2015,1,4,0.00759
Sudan,2010-2015,5,5,0.00244
Sudan,2010-2015,10,5,0.00182
Sudan,2010-2015,15,5,0.00215
Sudan,2010-2015,20,5,0.00287
Sudan,2010-2015,25,5,0.00340
Sudan,2010-2015,30,5,0.00392
Sudan,2010-2015,35,5,0.00491
Sudan,2010-2015,40,5,0.00588
Sudan,2010-2015,45,5,0.00711
Sudan,2010-2015,50,5,0.00942
Sudan,2010-2015,55,5,0.01269
Sudan,2010-2015,60,5,0.01878
Sudan,2010-2015,65,5,0.02993
Sudan,2010-2015,70,5,0.04823
Sudan,2010-2015,75,5,0.07678
Sudan,2010-2015,80,5,0.12176
Sudan,2010-2015,85,15,0.21255
Suriname,2010-2015,0,1,0.01765
Suriname,2010-2015,1,4,0.00150
Suriname,2010-2015,5,5,0.00065
Suriname,2010-2015,10,5,0.00034
Suriname,2010-2015,15,5,0.00061
Suriname,2010-2015,20,5,0.00123
Suriname,2010-2015,25,5,0.00194
Suriname,2010-2015,30,5,0.00257
Suriname,2010-2015,35,5,0.00321
Suriname,2010-2015,40,5,0.00405
Suriname,2010-2015,45,5,0.00533
Suriname,2010-2015,50,5,0.00773
Suriname,2010-2015,55,5,0.01201
Suriname,2010-2015,60,5,0.01879
Suriname,2010-2015,65,5,0.02909
Suriname,2010-2015,70,5,0.04458
Suriname,2010-2015,75,5,0.06791
Suriname,2010-2015,80,5,0.10202
Suriname,2010-2015,85,15,0.18209
Swaziland,2010-2015,0,1,0.06801
Swaziland,2010-2015,1,4,0.00745
Swaziland,2010-2015,5,5,0.00287
Swaziland,2010-2015,10,5,0.00267
Swaziland,2010-2015,15,5,0.00256
Swaziland,2010-2015,20,5,0.00507
Swaziland,2010-2015,25,5,0.01286
Swaziland,2010-2015,30,5,0.02336
Swaziland,2010-2015,35,5,0.03057
Swaziland,2010-2015,40,5,0.03037
Swaziland,2010-2015,45,5,0.02491
Swaziland,2010-2015,50,5,0.01953
Swaziland,2010-2015,55,5,0.01834
Swaziland,2010-2015,60,5,0.02324
Swaziland,2010-2015,65,5,0.03542
Swaziland,2010-2015,70,5,0.05699
Swaziland,2010-2015,75,5,0.09147
Swaziland,2010-2015,80,5,0.14320
Swaziland,2010-2015,85,15,0.24490
Sweden,2010-2015,0,1,0.00280
Sweden,2010-2015,1,4,0.00012
Sweden,2010-2015,5,5,0.00006
Sweden,2010-2015,10,5,0.00008
Sweden,2010-2015,15,5,0.00023
Sweden,2010-2015,20,5,0.00043
Sweden,2010-2015,25,5,0.00054
Sweden,2010-2015,30,5,0.00052
Sweden,2010-2015,35,5,0.00065
Sweden,2010-2015,40,5,0.00088
Sweden,2010-2015,45,5,0.00149
Sweden,2010-2015,50,5,0.00262
Sweden,2010-2015,55,5,0.00409
Sweden,2010-2015,60,5,0.00684
Sweden,2010-2015,65,5,0.01123
Sweden,2010-2015,70,5,0.01828
Sweden,2010-2015,75,5,0.03210
Sweden,2010-2015,80,5,0.06005
Sweden,2010-2015,85,15,0.15971
Switzerland,2010-2015,0,1,0.00370
Switzerland,2010-2015,1,4,0.00013
Switzerland,2010-2015,5,5,0.00009
Switzerland,2010-2015,10,5,0.00009
Switzerland,2010-2015,15,5,0.00024
Switzerland,2010-2015,20,5,0.00034
Switzerland,2010-2015,25,5,0.00036
Switzerland,2010-2015,30,5,0.00043
Switzerland,2010-2015,35,5,0.00058
Switzerland,2010-2015,40,5,0.00093
Switzerland,2010-2015,45,5,0.00155
Switzerland,2010-2015,50,5,0.00257
Switzerland,2010-2015,55,5,0.00409
Switzerland,2010-2015,60,5,0.00660
Switzerland,2010-2015,65,5,0.01025
Switzerland,2010-2015,70,5,0.01591
Switzerland,2010-2015,75,5,0.02790
Switzerland,2010-2015,80,5,0.05276
Switzerland,2010-2015,85,15,0.15339
Syrian Arab Republic,2010-2015,0,1,0.01817
Syrian Arab Republic,2010-2015,1,4,0.00076
Syrian Arab Republic,2010-2015,5,5,0.00044
Syrian Arab Republic,2010-2015,10,5,0.00038
Syrian Arab Republic,2010-2015,15,5,0.00253
Syrian Arab Republic,2010-2015,20,5,0.00370
Syrian Arab Republic,2010-2015,25,5,0.00540
Syrian Arab Republic,2010-2015,30,5,0.00460
Syrian Arab Republic,2010-2015,35,5,0.00314
Syrian Arab Republic,2010-2015,40,5,0.00312
Syrian Arab Republic,2010-2015,45,5,0.00460
Syrian Arab Republic,2010-2015,50,5,0.00745
Syrian Arab Republic,2010-2015,55,5,0.00906
Syrian Arab Republic,2010-2015,60,5,0.01462
Syrian Arab Republic,2010-2015,65,5,0.02472
Syrian Arab Republic,2010-2015,70,5,0.04169
Syrian Arab Republic,2010-2015,75,5,0.07062
Syrian Arab Republic,2010-2015,80,5,0.12138
Syrian Arab Republic,2010-2015,85,15,0.22933
Tajikistan,2010-2015,0,1,0.04125
Tajikistan,2010-2015,1,4,0.00301
Tajikistan,2010-2015,5,5,0.00132
Tajikistan,2010-2015,10,5,0.00052
Tajikistan,2010-2015,15,5,0.00051
Tajikistan,2010-2015,20,5,0.00087
Tajikistan,2010-2015,25,5,0.00125
Tajikistan,2010-2015,30,5,0.00169
Tajikistan,2010-2015,35,5,0.00236
Tajikistan,2010-2015,40,5,0.00345
Tajikistan,2010-2015,45,5,0.00522
Tajikistan,2010-2015,50,5,0.00811
Tajikistan,2010-2015,55,5,0.01258
Tajikistan,2010-2015,60,5,0.01946
Tajikistan,2010-2015,65,5,0.03042
Tajikistan,2010-2015,70,5,0.04628
Tajikistan,2010-2015,75,5,0.06927
Tajikistan,2010-2015,80,5,0.10621
Tajikistan,2010-2015,85,15,0.17091
TFYR Macedonia,2010-2015,0,1,0.01023
TFYR Macedonia,2010-2015,1,4,0.00013
TFYR Macedonia,2010-2015,5,5,0.00004
TFYR Macedonia,2010-2015,10,5,0.00015
TFYR Macedonia,2010-2015,15,5,0.00032
TFYR Macedonia,2010-2015,20,5,0.00048
TFYR Macedonia,2010-2015,25,5,0.00054
TFYR Macedonia,2010-2015,30,5,0.00066
TFYR Macedonia,2010-2015,35,5,0.00099
TFYR Macedonia,2010-2015,40,5,0.00172
TFYR Macedonia,2010-2015,45,5,0.00317
TFYR Macedonia,2010-2015,50,5,0.00556
TFYR Macedonia,2010-2015,55,5,0.00888
TFYR Macedonia,2010-2015,60,5,0.01395
TFYR Macedonia,2010-2015,65,5,0.02315
TFYR Macedonia,2010-2015,70,5,0.04015
TFYR Macedonia,2010-2015,75,5,0.06996
TFYR Macedonia,2010-2015,80,5,0.10923
TFYR Macedonia,2010-2015,85,15,0.21060
Thailand,2010-2015,0,1,0.01136
Thailand,2010-2015,1,4,0.00046
Thailand,2010-2015,5,5,0.00061
Thailand,2010-2015,10,5,0.00068
Thailand,2010-2015,15,5,0.00118
Thailand,2010-2015,20,5,0.00142
Thailand,2010-2015,25,5,0.00196
Thailand,2010-2015,30,5,0.00261
Thailand,2010-2015,35,5,0.00314
Thailand,2010-2015,40,5,0.00384
Thailand,2010-2015,45,5,0.00484
Thailand,2010-2015,50,5,0.00658
Thailand,2010-2015,55,5,0.00937
Thailand,2010-2015,60,5,0.01253
Thailand,2010-2015,65,5,0.01936
Thailand,2010-2015,70,5,0.03110
Thailand,2010-2015,75,5,0.04785
Thailand,2010-2015,80,5,0.08008
Thailand,2010-2015,85,15,0.15875
Timor-Leste,2010-2015,0,1,0.04556
Timor-Leste,2010-2015,1,4,0.00311
Timor-Leste,2010-2015,5,5,0.00094
Timor-Leste,2010-2015,10,5,0.00071
Timor-Leste,2010-2015,15,5,0.00120
Timor-Leste,2010-2015,20,5,0.00150
Timor-Leste,2010-2015,25,5,0.00141
Timor-Leste,2010-2015,30,5,0.00154
Timor-Leste,2010-2015,35,5,0.00199
Timor-Leste,2010-2015,40,5,0.00282
Timor-Leste,2010-2015,45,5,0.00442
Timor-Leste,2010-2015,50,5,0.00718
Timor-Leste,2010-2015,55,5,0.01231
Timor-Leste,2010-2015,60,5,0.01991
Timor-Leste,2010-2015,65,5,0.03235
Timor-Leste,2010-2015,70,5,0.05353
Timor-Leste,2010-2015,75,5,0.08847
Timor-Leste,2010-2015,80,5,0.14088
Timor-Leste,2010-2015,85,15,0.24449
Togo,2010-2015,0,1,0.05230
Togo,2010-2015,1,4,0.00964
Togo,2010-2015,5,5,0.00352
Togo,2010-2015,10,5,0.00205
Togo,2010-2015,15,5,0.00312
Togo,2010-2015,20,5,0.00433
Togo,2010-2015,25,5,0.00460
Togo,2010-2015,30,5,0.00501
Togo,2010-2015,35,5,0.00566
Togo,2010-2015,40,5,0.00682
Togo,2010-2015,45,5,0.00836
Togo,2010-2015,50,5,0.01157
Togo,2010-2015,55,5,0.01640
Togo,2010-2015,60,5,0.02574
Togo,2010-2015,65,5,0.04046
Togo,2010-2015,70,5,0.06779
Togo,2010-2015,75,5,0.11336
Togo,2010-2015,80,5,0.18645
Togo,2010-2015,85,15,0.31049
Tonga,2010-2015,0,1,0.02082
Tonga,2010-2015,1,4,0.00099
Tonga,2010-2015,5,5,0.00029
Tonga,2010-2015,10,5,0.00027
Tonga,2010-2015,15,5,0.00047
Tonga,2010-2015,20,5,0.00068
Tonga,2010-2015,25,5,0.00086
Tonga,2010-2015,30,5,0.00106
Tonga,2010-2015,35,5,0.00157
Tonga,2010-2015,40,5,0.00252
Tonga,2010-2015,45,5,0.00412
Tonga,2010-2015,50,5,0.00703
Tonga,2010-2015,55,5,0.01122
Tonga,2010-2015,60,5,0.01851
Tonga,2010-2015,65,5,0.02930
Tonga,2010-2015,70,5,0.04480
Tonga,2010-2015,75,5,0.06489
Tonga,2010-2015,80,5,0.09952
Tonga,2010-2015,85,15,0.18026
Trinidad and Tobago,2010-2015,0,1,0.02531
Trinidad and Tobago,2010-2015,1,4,0.00159
Trinidad and Tobago,2010-2015,5,5,0.00065
Trinidad and Tobago,2010-2015,10,5,0.00041
Trinidad and Tobago,2010-2015,15,5,0.00078
Trinidad and Tobago,2010-2015,20,5,0.00130
Trinidad and Tobago,2010-2015,25,5,0.00178
Trinidad and Tobago,2010-2015,30,5,0.00220
Trinidad and Tobago,2010-2015,35,5,0.00261
Trinidad and Tobago,2010-2015,40,5,0.00351
Trinidad and Tobago,2010-2015,45,5,0.00524
Trinidad and Tobago,2010-2015,50,5,0.00805
Trinidad and Tobago,2010-2015,55,5,0.01258
Trinidad and Tobago,2010-2015,60,5,0.01979
Trinidad and Tobago,2010-2015,65,5,0.03096
Trinidad and Tobago,2010-2015,70,5,0.04676
Trinidad and Tobago,2010-2015,75,5,0.06998
Trinidad and Tobago,2010-2015,80,5,0.10336
Trinidad and Tobago,2010-2015,85,15,0.18063
Tunisia,2010-2015,0,1,0.01902
Tunisia,2010-2015,1,4,0.00042
Tunisia,2010-2015,5,5,0.00031
Tunisia,2010-2015,10,5,0.00029
Tunisia,2010-2015,15,5,0.00046
Tunisia,2010-2015,20,5,0.00061
Tunisia,2010-2015,25,5,0.00068
Tunisia,2010-2015,30,5,0.00079
Tunisia,2010-2015,35,5,0.00110
Tunisia,2010-2015,40,5,0.00175
Tunisia,2010-2015,45,5,0.00289
Tunisia,2010-2015,50,5,0.00498
Tunisia,2010-2015,55,5,0.00830
Tunisia,2010-2015,60,5,0.01339
Tunisia,2010-2015,65,5,0.02147
Tunisia,2010-2015,70,5,0.03775
Tunisia,2010-2015,75,5,0.06591
Tunisia,2010-2015,80,5,0.11102
Tunisia,2010-2015,85,15,0.20587
Turkey,2010-2015,0,1,0.01276
Turkey,2010-2015,1,4,0.00152
Turkey,2010-2015,5,5,0.00091
Turkey,2010-2015,10,5,0.00075
Turkey,2010-2015,15,5,0.00087
Turkey,2010-2015,20,5,0.00119
Turkey,2010-2015,25,5,0.00143
Turkey,2010-2015,30,5,0.00166
Turkey,2010-2015,35,5,0.00196
Turkey,2010-2015,40,5,0.00243
Turkey,2010-2015,45,5,0.00316
Turkey,2010-2015,50,5,0.00433
Turkey,2010-2015,55,5,0.00645
Turkey,2010-2015,60,5,0.01017
Turkey,2010-2015,65,5,0.01685
Turkey,2010-2015,70,5,0.03088
Turkey,2010-2015,75,5,0.05652
Turkey,2010-2015,80,5,0.09873
Turkey,2010-2015,85,15,0.20152
Turkmenistan,2010-2015,0,1,0.04855
Turkmenistan,2010-2015,1,4,0.00339
Turkmenistan,2010-2015,5,5,0.00128
Turkmenistan,2010-2015,10,5,0.00064
Turkmenistan,2010-2015,15,5,0.00092
Turkmenistan,2010-2015,20,5,0.00165
Turkmenistan,2010-2015,25,5,0.00231
Turkmenistan,2010-2015,30,5,0.00294
Turkmenistan,2010-2015,35,5,0.00385
Turkmenistan,2010-2015,40,5,0.00548
Turkmenistan,2010-2015,45,5,0.00781
Turkmenistan,2010-2015,50,5,0.01088
Turkmenistan,2010-2015,55,5,0.01580
Turkmenistan,2010-2015,60,5,0.02338
Turkmenistan,2010-2015,65,5,0.03470
Turkmenistan,2010-2015,70,5,0.05287
Turkmenistan,2010-2015,75,5,0.08038
Turkmenistan,2010-2015,80,5,0.12075
Turkmenistan,2010-2015,85,15,0.20549
Uganda,2010-2015,0,1,0.06429
Uganda,2010-2015,1,4,0.00879
Uganda,2010-2015,5,5,0.00353
Uganda,2010-2015,10,5,0.00273
Uganda,2010-2015,15,5,0.00338
Uganda,2010-2015,20,5,0.00444
Uganda,2010-2015,25,5,0.00679
Uganda,2010-2015,30,5,0.00878
Uganda,2010-2015,35,5,0.01152
Uganda,2010-2015,40,5,0.01163
Uganda,2010-2015,45,5,0.01156
Uganda,2010-2015,50,5,0.01215
Uganda,2010-2015,55,5,0.01417
Uganda,2010-2015,60,5,0.02044
Uganda,2010-2015,65,5,0.03140
Uganda,2010-2015,70,5,0.04977
Uganda,2010-2015,75,5,0.07972
Uganda,2010-2015,80,5,0.12809
Uganda,2010-2015,85,15,0.22875
Ukraine,2010-2015,0,1,0.00924
Ukraine,2010-2015,1,4,0.00045
Ukraine,2010-2015,5,5,0.00026
Ukraine,2010-2015,10,5,0.00029
Ukraine,2010-2015,15,5,0.00059
Ukraine,2010-2015,20,5,0.00109
Ukraine,2010-2015,25,5,0.00175
Ukraine,2010-2015,30,5,0.00293
Ukraine,2010-2015,35,5,0.00393
Ukraine,2010-2015,40,5,0.00512
Ukraine,2010-2015,45,5,0.00687
Ukraine,2010-2015,50,5,0.00969
Ukraine,2010-2015,55,5,0.01403
Ukraine,2010-2015,60,5,0.02068
Ukraine,2010-2015,65,5,0.02904
Ukraine,2010-2015,70,5,0.04416
Ukraine,2010-2015,75,5,0.06871
Ukraine,2010-2015,80,5,0.11067
Ukraine,2010-2015,85,15,0.20743
United Arab Emirates,2010-2015,0,1,0.00627
United Arab Emirates,2010-2015,1,4,0.00025
United Arab Emirates,2010-2015,5,5,0.00019
United Arab Emirates,2010-2015,10,5,0.00018
United Arab Emirates,2010-2015,15,5,0.00072
United Arab Emirates,2010-2015,20,5,0.00062
United Arab Emirates,2010-2015,25,5,0.00052
United Arab Emirates,2010-2015,30,5,0.00056
United Arab Emirates,2010-2015,35,5,0.00071
United Arab Emirates,2010-2015,40,5,0.00113
United Arab Emirates,2010-2015,45,5,0.00207
United Arab Emirates,2010-2015,50,5,0.00355
United Arab Emirates,2010-2015,55,5,0.00646
United Arab Emirates,2010-2015,60,5,0.01608
United Arab Emirates,2010-2015,65,5,0.02183
United Arab Emirates,2010-2015,70,5,0.03615
United Arab Emirates,2010-2015,75,5,0.05891
United Arab Emirates,2010-2015,80,5,0.09485
United Arab Emirates,2010-2015,85,15,0.18306
United Kingdom,2010-2015,0,1,0.00421
United Kingdom,2010-2015,1,4,0.00018
United Kingdom,2010-2015,5,5,0.00009
United Kingdom,2010-2015,10,5,0.00011
United Kingdom,2010-2015,15,5,0.00032
United Kingdom,2010-2015,20,5,0.00044
United Kingdom,2010-2015,25,5,0.00054
United Kingdom,2010-2015,30,5,0.00072
United Kingdom,2010-2015,35,5,0.00099
United Kingdom,2010-2015,40,5,0.00143
United Kingdom,2010-2015,45,5,0.00216
United Kingdom,2010-2015,50,5,0.00339
United Kingdom,2010-2015,55,5,0.00525
United Kingdom,2010-2015,60,5,0.00819
United Kingdom,2010-2015,65,5,0.01323
United Kingdom,2010-2015,70,5,0.02165
United Kingdom,2010-2015,75,5,0.03763
United Kingdom,2010-2015,80,5,0.06607
United Kingdom,2010-2015,85,15,0.15360
United Republic of Tanzania,2010-2015,0,1,0.03815
United Republic of Tanzania,2010-2015,1,4,0.00381
United Republic of Tanzania,2010-2015,5,5,0.00194
United Republic of Tanzania,2010-2015,10,5,0.00198
United Republic of Tanzania,2010-2015,15,5,0.00227
United Republic of Tanzania,2010-2015,20,5,0.00258
United Republic of Tanzania,2010-2015,25,5,0.00390
United Republic of Tanzania,2010-2015,30,5,0.00560
United Republic of Tanzania,2010-2015,35,5,0.00846
United Republic of Tanzania,2010-2015,40,5,0.00937
United Republic of Tanzania,2010-2015,45,5,0.00987
United Republic of Tanzania,2010-2015,50,5,0.01053
United Republic of Tanzania,2010-2015,55,5,0.01197
United Republic of Tanzania,2010-2015,60,5,0.01709
United Republic of Tanzania,2010-2015,65,5,0.02633
United Republic of Tanzania,2010-2015,70,5,0.04227
United Republic of Tanzania,2010-2015,75,5,0.06932
United Republic of Tanzania,2010-2015,80,5,0.11455
United Republic of Tanzania,2010-2015,85,15,0.21523
United States of America,2010-2015,0,1,0.00601
United States of America,2010-2015,1,4,0.00026
United States of America,2010-2015,5,5,0.00012
United States of America,2010-2015,10,5,0.00014
United States of America,2010-2015,15,5,0.00045
United States of America,2010-2015,20,5,0.00084
United States of America,2010-2015,25,5,0.00099
United States of America,2010-2015,30,5,0.00116
United States of America,2010-2015,35,5,0.00144
United States of America,2010-2015,40,5,0.00203
United States of America,2010-2015,45,5,0.00319
United States of America,2010-2015,50,5,0.00498
United States of America,2010-2015,55,5,0.00731
United States of America,2010-2015,60,5,0.01033
United States of America,2010-2015,65,5,0.01482
United States of America,2010-2015,70,5,0.02286
United States of America,2010-2015,75,5,0.03652
United States of America,2010-2015,80,5,0.06088
United States of America,2010-2015,85,15,0.14976
Virgin Islands,2010-2015,0,1,0.00951
Virgin Islands,2010-2015,1,4,0.00038
Virgin Islands,2010-2015,5,5,0.00011
Virgin Islands,2010-2015,10,5,0.00010
Virgin Islands,2010-2015,15,5,0.00018
Virgin Islands,2010-2015,20,5,0.00025
Virgin Islands,2010-2015,25,5,0.00033
Virgin Islands,2010-2015,30,5,0.00041
Virgin Islands,2010-2015,35,5,0.00063
Virgin Islands,2010-2015,40,5,0.00106
Virgin Islands,2010-2015,45,5,0.00181
Virgin Islands,2010-2015,50,5,0.00327
Virgin Islands,2010-2015,55,5,0.00548
Virgin Islands,2010-2015,60,5,0.00954
Virgin Islands,2010-2015,65,5,0.01611
Virgin Islands,2010-2015,70,5,0.02592
Virgin Islands,2010-2015,75,5,0.03994
Virgin Islands,2010-2015,80,5,0.06587
Virgin Islands,2010-2015,85,15,0.13790
Upper-middle-income countries,2010-2015,0,1,0.01890
Upper-middle-income countries,2010-2015,1,4,0.00133
Upper-middle-income countries,2010-2015,5,5,0.00060
Upper-middle-income countries,2010-2015,10,5,0.00050
Upper-middle-income countries,2010-2015,15,5,0.00066
Upper-middle-income countries,2010-2015,20,5,0.00089
Upper-middle-income countries,2010-2015,25,5,0.00119
Upper-middle-income countries,2010-2015,30,5,0.00155
Upper-middle-income countries,2010-2015,35,5,0.00187
Upper-middle-income countries,2010-2015,40,5,0.00231
Upper-middle-income countries,2010-2015,45,5,0.00325
Upper-middle-income countries,2010-2015,50,5,0.00494
Upper-middle-income countries,2010-2015,55,5,0.00779
Upper-middle-income countries,2010-2015,60,5,0.01316
Upper-middle-income countries,2010-2015,65,5,0.02279
Upper-middle-income countries,2010-2015,70,5,0.03802
Upper-middle-income countries,2010-2015,75,5,0.06144
Upper-middle-income countries,2010-2015,80,5,0.09755
Upper-middle-income countries,2010-2015,85,15,0.18500
Uruguay,2010-2015,0,1,0.01281
Uruguay,2010-2015,1,4,0.00060
Uruguay,2010-2015,5,5,0.00022
Uruguay,2010-2015,10,5,0.00025
Uruguay,2010-2015,15,5,0.00055
Uruguay,2010-2015,20,5,0.00082
Uruguay,2010-2015,25,5,0.00088
Uruguay,2010-2015,30,5,0.00100
Uruguay,2010-2015,35,5,0.00138
Uruguay,2010-2015,40,5,0.00208
Uruguay,2010-2015,45,5,0.00323
Uruguay,2010-2015,50,5,0.00507
Uruguay,2010-2015,55,5,0.00798
Uruguay,2010-2015,60,5,0.01253
Uruguay,2010-2015,65,5,0.01954
Uruguay,2010-2015,70,5,0.03019
Uruguay,2010-2015,75,5,0.04617
Uruguay,2010-2015,80,5,0.06966
Uruguay,2010-2015,85,15,0.13936
Uzbekistan,2010-2015,0,1,0.04568
Uzbekistan,2010-2015,1,4,0.00244
Uzbekistan,2010-2015,5,5,0.00107
Uzbekistan,2010-2015,10,5,0.00059
Uzbekistan,2010-2015,15,5,0.00077
Uzbekistan,2010-2015,20,5,0.00123
Uzbekistan,2010-2015,25,5,0.00161
Uzbekistan,2010-2015,30,5,0.00205
Uzbekistan,2010-2015,35,5,0.00278
Uzbekistan,2010-2015,40,5,0.00405
Uzbekistan,2010-2015,45,5,0.00603
Uzbekistan,2010-2015,50,5,0.00902
Uzbekistan,2010-2015,55,5,0.01359
Uzbekistan,2010-2015,60,5,0.02051
Uzbekistan,2010-2015,65,5,0.03098
Uzbekistan,2010-2015,70,5,0.04625
Uzbekistan,2010-2015,75,5,0.06820
Uzbekistan,2010-2015,80,5,0.09907
Uzbekistan,2010-2015,85,15,0.17037
Vanuatu,2010-2015,0,1,0.02443
Vanuatu,2010-2015,1,4,0.00116
Vanuatu,2010-2015,5,5,0.00050
Vanuatu,2010-2015,10,5,0.00041
Vanuatu,2010-2015,15,5,0.00074
Vanuatu,2010-2015,20,5,0.00102
Vanuatu,2010-2015,25,5,0.00111
Vanuatu,2010-2015,30,5,0.00131
Vanuatu,2010-2015,35,5,0.00173
Vanuatu,2010-2015,40,5,0.00254
Vanuatu,2010-2015,45,5,0.00406
Vanuatu,2010-2015,50,5,0.00646
Vanuatu,2010-2015,55,5,0.01047
Vanuatu,2010-2015,60,5,0.01674
Vanuatu,2010-2015,65,5,0.02782
Vanuatu,2010-2015,70,5,0.04580
Vanuatu,2010-2015,75,5,0.07599
Vanuatu,2010-2015,80,5,0.12760
Vanuatu,2010-2015,85,15,0.23547
Venezuela,2010-2015,0,1,0.01395
Venezuela,2010-2015,1,4,0.00055
Venezuela,2010-2015,5,5,0.00024
Venezuela,2010-2015,10,5,0.00034
Venezuela,2010-2015,15,5,0.00151
Venezuela,2010-2015,20,5,0.00225
Venezuela,2010-2015,25,5,0.00219
Venezuela,2010-2015,30,5,0.00200
Venezuela,2010-2015,35,5,0.00206
Venezuela,2010-2015,40,5,0.00252
Venezuela,2010-2015,45,5,0.00372
Venezuela,2010-2015,50,5,0.00578
Venezuela,2010-2015,55,5,0.00982
Venezuela,2010-2015,60,5,0.01567
Venezuela,2010-2015,65,5,0.02352
Venezuela,2010-2015,70,5,0.03714
Venezuela,2010-2015,75,5,0.05497
Venezuela,2010-2015,80,5,0.07862
Venezuela,2010-2015,85,15,0.13768
Viet Nam,2010-2015,0,1,0.01966
Viet Nam,2010-2015,1,4,0.00126
Viet Nam,2010-2015,5,5,0.00048
Viet Nam,2010-2015,10,5,0.00043
Viet Nam,2010-2015,15,5,0.00074
Viet Nam,2010-2015,20,5,0.00104
Viet Nam,2010-2015,25,5,0.00135
Viet Nam,2010-2015,30,5,0.00155
Viet Nam,2010-2015,35,5,0.00192
Viet Nam,2010-2015,40,5,0.00267
Viet Nam,2010-2015,45,5,0.00376
Viet Nam,2010-2015,50,5,0.00588
Viet Nam,2010-2015,55,5,0.00883
Viet Nam,2010-2015,60,5,0.01231
Viet Nam,2010-2015,65,5,0.01981
Viet Nam,2010-2015,70,5,0.02954
Viet Nam,2010-2015,75,5,0.04403
Viet Nam,2010-2015,80,5,0.06552
Viet Nam,2010-2015,85,15,0.13293
Western Africa,2010-2015,0,1,0.07447
Western Africa,2010-2015,1,4,0.01115
Western Africa,2010-2015,5,5,0.00466
Western Africa,2010-2015,10,5,0.00308
Western Africa,2010-2015,15,5,0.00393
Western Africa,2010-2015,20,5,0.00548
Western Africa,2010-2015,25,5,0.00606
Western Africa,2010-2015,30,5,0.00639
Western Africa,2010-2015,35,5,0.00715
Western Africa,2010-2015,40,5,0.00826
Western Africa,2010-2015,45,5,0.01004
Western Africa,2010-2015,50,5,0.01323
Western Africa,2010-2015,55,5,0.01891
Western Africa,2010-2015,60,5,0.02891
Western Africa,2010-2015,65,5,0.04574
Western Africa,2010-2015,70,5,0.07471
Western Africa,2010-2015,75,5,0.12116
Western Africa,2010-2015,80,5,0.18967
Western Africa,2010-2015,85,15,0.30489
Western Asia,2010-2015,0,1,0.02485
Western Asia,2010-2015,1,4,0.00166
Western Asia,2010-2015,5,5,0.00075
Western Asia,2010-2015,10,5,0.00067
Western Asia,2010-2015,15,5,0.00106
Western Asia,2010-2015,20,5,0.00149
Western Asia,2010-2015,25,5,0.00166
Western Asia,2010-2015,30,5,0.00169
Western Asia,2010-2015,35,5,0.00181
Western Asia,2010-2015,40,5,0.00234
Western Asia,2010-2015,45,5,0.00345
Western Asia,2010-2015,50,5,0.00522
Western Asia,2010-2015,55,5,0.00826
Western Asia,2010-2015,60,5,0.01319
